datetime,RAM,arch,bits,brand,count,cpuinfo_version,family,flags,hz_actual,hz_actual_raw,hz_advertised,hz_advertised_raw,instancetype,l3_cache_size,model,python_version,raw_arch_string,region,runtime,stepping,timezone,vendor_id,l1_data_cache_size,l1_instruction_cache_size,l2_cache_size,extended_model,l2_cache_associativity,l2_cache_line_size,extended_family
2019-05-28 04:03:04,32,X86_64,64,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,8,"[5, 0, 0]",6,"['abm', 'aes', 'apic', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'cmov', 'constant_tsc', 'cx16', 'cx8', 'de', 'erms', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'ht', 'hypervisor', 'invpcid', 'invpcid_single', 'kaiser', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'movbe', 'msr', 'mtrr', 'nopl', 'nx', 'pae', 'pat', 'pcid', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdtscp', 'rep_good', 'sep', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tsc', 'tsc_deadline_timer', 'vme', 'x2apic', 'xsave', 'xsaveopt', 'xtopology']",2.3001 GHz,"[2300050000, 0]",2.3000 GHz,"[2300000000, 0]",t2.2xlarge,46080 KB,79,3.6.5.final.0 (64 bit),x86_64,us-east-1,19.73596692085266,1,UTC,GenuineIntel,32 KB,32 KB,256 KB,,,,
2019-05-28 04:18:28,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,101.77524375915527,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:20:13,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,104.83870911598206,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:21:59,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,82.20609998703003,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:23:23,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,83.34793686866759,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:24:48,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,86.92179203033447,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:26:16,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,90.03033494949341,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,,,
2019-05-28 04:27:47,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,89.13566827774048,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,,,
2019-05-28 04:29:16,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,88.5520670413971,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,,,
2019-05-28 04:30:45,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,86.85987877845764,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:32:14,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,86.02665257453918,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:33:41,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,83.54906225204469,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:35:06,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,83.60706424713135,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:36:31,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,83.94726681709291,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,,,
2019-05-28 04:37:56,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,82.97824192047119,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:39:20,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,84.2960934638977,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:40:46,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,85.96319627761841,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
2019-05-28 04:42:14,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,87.0904598236084,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,,,
2019-05-28 04:43:41,8,X86_64,64,AMD EPYC 7571,2,"[5, 0, 0]",23,"['3dnowext', '3dnowprefetch', 'abm', 'adx', 'aes', 'aperfmperf', 'apic', 'arat', 'avx', 'avx2', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clzero', 'cmov', 'cmp_legacy', 'constant_tsc', 'cpb', 'cr8_legacy', 'cx16', 'cx8', 'de', 'extd_apicid', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'fxsr_opt', 'ht', 'hypervisor', 'lahf_lm', 'lm', 'mca', 'mce', 'misalignsse', 'mmx', 'mmxext', 'movbe', 'msr', 'mtrr', 'nonstop_tsc', 'nopl', 'npt', 'nrip_save', 'nx', 'osxsave', 'pae', 'pat', 'pclmulqdq', 'pdpe1gb', 'pge', 'pni', 'popcnt', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdtscp', 'rep_good', 'sep', 'sha', 'sha_ni', 'smap', 'smep', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'sse4a', 'ssse3', 'syscall', 'topoext', 'tsc', 'vme', 'vmmcall', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt']",2.1996 GHz,"[2199618000, 0]",2.1996 GHz,"[2199618000, 0]",m5a.large,512 KB,1,3.6.5.final.0 (64 bit),x86_64,us-east-1,89.8221790790558,2,UTC,AuthenticAMD,32 KB,64 KB,512 KB,,0x200,6.0,8.0
